id	en	en_US	ja	es	ru	de	it	se	pt_BR	es_US	pl	zh	tr	fr
nig_boss_duel2_er	Come, you filthy rat! And face me!		来い！　ドブネズミ！　勝負だ！	¡Ven aquí, rata inmunda! ¡Da la cara!	Иди сюда, крыса! Сразимся же!	Komm, du dreckige Ratte! Und stell dich mir!	Vieni, ratto schifoso! E affrontami!	Kom, din smutsiga råtta! Och möt mig!	Venha, seu rato imundo! E me enfrente!	¡Vamos, sucia rata! ¡Pelea!	Chodż, ty paskudny szczurze!	來啊，你這隻臭老鼠！\n跟我一決勝負！	Gel, seni pis fare! Ve benimle yüzleş!	Viens donc, vermine !\nAffronte moi !
nig_boss_duel_sh	Sonic, look out! You can't just rush him head on!		気をつけて、ソニック！ 真っ直ぐ突っ込んでも、やられるだけよ！	¡Cuidado, Sonic!\n¡Atacarlo sin pensar no funcionará!	Будь осторожен, Соник! Если ты его\nатакуешь в лоб, он тебя атакует в ответ!	Vorsicht, Sonic!\nMit roher Gewalt kommst du hier nicht weiter!	Sonic, attento! Non puoi semplicemente attaccarlo frontalmente!	Sonic, se upp! Du kan inte bara rusa rakt fram på honom!	Cuidado, Sonic! Não vá pra cima dele assim!	¡Cuidado, Sonic! ¡Si te lanzas directamente,\nsólo conseguirás que te mate!	Sonic, pilnuj się!\nNie możesz tak po prostu się na niego rzucać!	小心啊，索尼克！\n你不能唐突衝向他！	Sonic, dikkat et! Ona öylece saldıramazsın!	Sonic, attention !\nTu ne peux pas l'affronter 
nig_boss_duel_so	You want it, you got it!		のぞむところだ！	¡Ha salido de perlas!	С удовольствием!	Große Klappe, nichts dahinter!	Se lo vuoi, lo avrai!	Du vill ha det, du har det!	Quem procura, acha!	¡Justo como lo quería!	Mówisz, masz!	想要的話，給你就是啦！	İstedin, aldın!	Tu l'auras voulu !
nig_boss_duel_final_so	Time to finish you off once and for all!		ＹＥＳ！ そろそろの届目を刺させてもらうぜ！	¡Hora de acabar contigo de una vez por todas!	Да! Нам пора с тобой\nнаконец-то разобраться!	Jetzt mach ich dich fertig, du Freak!	È il momento di finirla una volta per tutte!	Dags att göra slut på dig en gång för alla!	Hora de acabar com isso de uma vez por todas!	¡Sí! ¡Hora de dar el golpe final!	Czas Cię wykończyć raz na zawsze!	該是時候一勞永逸地解決你了！	Seni bir kez ve sonsuza dek bitirmenin zamanı geldi!	Il est temps d'en finir\nune fois pour toute !
nig_boss_duel_hint1_sh	(Better time your attack\nwhen he comes around.)		(向かってきたら　タイミングよく\nカウンターを狙ってみましょうよ)	(Espera al momento oportuno para atacar)	(Выберите момент для контратаки,\nкогда он приближается!)	(Du musst dich wehren wenn er auf dich zustürmt.)	(Meglio attaccare al tempismo giusto la prossima volta.)	(Du måste tajma din attack\nnär han kommer runt.)	(Melhor sincronizar o seu ataque quando ele aparecer)	(Si te ataca, intenta contraatacar en el momento justo.)	(Lepiej wyczuj moment ataku,\ngdy się trochę zbliży).	（在他過來的時候，\n抓準攻擊的時機）	(Saldırını o geldiğinde yapman daha iyi olur.)	(Tu peux sûrement faire ton mouvement\nsi tu attends le bon moment.)
nig_boss_duel_hint2_sh	(Slow down!)		(スピードを落として！)	(¡Ve más lento!)	(Снизьте скорость!)	(Brems ab!)	(Rallenta!)	(Sakta ner!)	(Devagar!)	(¡Más despacio!)	(Zwolnij!)	（慢下來！）	(Yavaşla!)	(Ralentis !)
nig_boss_duel_hint3_sh	(Time it carefully...\nHe's only open for a second!)		(よくタイミングをみて…一瞬よ)	(Calcula bien el momento...\n¡Solo tienes un instante para acertar!)	(Выберите подходящий момент и...\nатакуйте!)	(Er ist so schnell, es ist fast unmöglich ihn zu treffen.)	(Vai al tempismo giusto...\nÈ scoperto solo per un secondo!)	(Tajma det noggrant...\nHan är bara öppen i en sekund!)	(Aguarde o momento certo... \nEle fica vulnerável por um segundo!)	(Calcula su movimiento... Sólo tienes un momento.)	(Wyczuj to ostrożnie...\nJest bezbronny tylko na sekundę!)	（謹慎地抓準時機……\n他的空檔只有那一瞬間！）	(Zamanlamayı iyi ayarlayın...\nSadece bir saniyeliğine açık kalacak!)	(Choisis bien le moment...\nIl n'est vulnérable qu'un instant. !)
nig_boss_duel_hint4_sh	(It's one-on-one! Be ready to jump!)		(一騎打ちね！ジャンプの用意よ)	(Un uno contra uno; ¡prepárate para saltar!)	(Это дуэль! Приготовьтесь прыгнуть!)	(Es ist eins gegen eins! Mach dich bereit!)	(È un uno contro uno! Si pronto a saltare!)	(Det är en-mot-en! Var redo att hoppa!)	(É agora! Prepare-se para pular!)	(¡Es uno a uno! ¡Prepárate para saltar!)	(Jeden na jednego!\nBądź gotów do skoku!)	（這是場一對一決鬥！準備跳起來！）	(Bire bir! Zıplamaya hazır ol!)	(Un contre un ! Prépare-toi à sauter !)
nig_boss_hint_sh	(You can probably make your move with the right timing...)		(タイミングを合わせて\nカウンターを狙えないかしら…)	(Si lo haces en el momento justo, seguro que lo logras...)	(Выберите момент для контратаки,\nкогда он приближается!)	(Du brauchst das richtige Timing um ihn zu treffen...)	(Puoi probabilmente fare la tua mossa con il giusto tempismo...)	(Du kan förmodligen göra ditt drag med rätt timing...)	(Você provavelmente pode atacá-lo no momento certo...)	(Probablemente podrías buscar el momento\njusto para un contraataque.)	(Pewnie możesz wykonać swój ruch,\njeśli dobrze to wyczujesz.)	（掌握好時機或許就能反擊……）	(Doğru zamanlamayla muhtemelen hamlenizi yapabilirsiniz...)	(Si tu calcules bien le bon moment,\ntu pourras contre-attaquer...)
nig_boss_hit1_so	Aha! It's working!\nNow I just have to keep that up!		ハン！　効いてそうだな\nまだまだいくぜ！	¡Ajá! ¡Funciona!\n¡Solo tengo que seguir así!	Ха! Похоже, это работает!\nПродолжу делать так же!	Aha! Treffer Nummer eins! Wie hat dir das gefallen?!	Aha! Funziona! Devo solo continuare così!	Aha! Det fungerar!\nNu måste jag bara fortsätta så!	Ahá! Tá funcionando! Agora é só manter o ritmo!	¡Ja! ¡Eso funcionó! ¡Sigamos así!	Aha! To działa!\nTeraz muszę tak trzymać dalej!	啊哈！奏效了！\n接下來我只要堅持下去就好！	Aha! İşe yarıyor! Şimdi devam etmeliyim!	Aha ! Ça marche ! Il ne faut pas\nque je me relâche !
nig_boss_hit1_er	Ha! Insolent pest!\nYour feeble attacks cannot harm me!		ふん　くだらぬ\n一撃で　はしゃぎおって…！	¡Já! ¡Alimaña insolente!\n¡No me afectan tus patéticos ataques!	Ха, дерзкая крыса!\nТы не сможешь мне ничего сделать!	Ha! Lästiger Plagegeist! Ist das schon alles, was du drauf hast?!	Ah! Peste insolente!\nI tuoi attacchi non possono farmi del male!	Ha! Oförskämda skadedjur!\nDina svaga attacker kan inte skada mig!	Há! Praga insolente! Seus ataques fúteis não podem me ferir!	¡Jum, qué imbécil!\n¡Te emocionas por darme un golpecito!	Ha! Bezczelny szkodniku! \nTwoje marne ataki nie mogą mnie drasnąć!	哼！你這隻無禮的害蟲！\n如此軟弱的攻擊是傷不了我的！	Ha! Küstah haşere! Senin zayıf saldırıların bana zarar veremez!	Insolent ! Tes attaques d'amateur\nne peuvent rien contre moi !
nig_boss_hit2_so	What's wrong, Erazor?\nYou don't look so good!		どうしたイレイザー\nどこか調子でも悪いのか？ 	¿Qué pasa, Erazor?\n¡Se te ve mala cara!	Что случилось, Эрейзор?\nПлохо себя чувствуешь?	Ha! Was los, Erazor? Du siehst gar nicht gut aus!	Che c'è Erazor?\nNon sembri in forma!	Vad är det för fel, Erazor?\nDu ser inte så bra ut!	O que foi, Erazor? Você não tá com uma cara boa!	¿Qué pasa, Erazor? ¿Te duele algo?	I jak tam, Erazor? Nie wyglądasz najlepiej!	怎麼啦，伊萊薩？臉色怎麼臭起來啦！	Sorun nedir Erazor? İyi görünmüyorsun!	Alors, Erazor ? Ça n'a pas l'air d'aller fort !
nig_boss_hit2_er	Enjoy your moment of pride, rat.\nIt shall be your last!		図に乗るなよドブネズミ！\nお前の動きなど　すでに見切ったわ！	No te confíes, rata...\n¡Ya me conozco tus movimientos!	Не будь таким самоуверенным, крыса!\nЯ могу предугадать все твои действия!	Genieß nur deinen Anflug von Hochmut, Ratte.\nEs wird dein letzter sein!	Goditi questo momento di gloria ratto.\nSarà il tuo ultimo!	Njut av din stolthet, råtta.\nDet ska bli din sista!	Aproveite o seu momento de orgulho, rato. Pois será o seu último!	¡No te creas tanto, sucia rata!\n¡Ya conozco tus movimientos!	Ciesz się chwilą dumy, szczurze.\nBędzie ona twą ostatnią!	別太得意忘形了，臭老鼠。\n這是你最後一次能享受的時候了！	Gurur anının tadını çıkar, fare. Bu sonuncusu olacak!	Savoure ton heure de gloire, vermine !\nCe sera la dernière !
nig_boss_defeat_er	N...No...This isn't...Possible...		う…ここまでやるとは…！	N... no puede ser...\n¡Es imposible...!	Не... не думал, что ты на такое способен!	N...Nein...Das ist nicht...Möglich...	N...No...Questo non è...Possibile...	N...Nej...Detta är inte...Möjligt...	N...Não...Isso não é...possível...	¡Uuaaaah...! ¡No pensé que pasaría esto...!	N...Nie...To nie jest...Możliwe...	不……不可能……\n這不……可能……！	H...Hayır...Bu mümkün...Değil...	N... Non... C'est... Impossible...
nig_boss_defeat_so	All right, Erazor!\nGive up, you've lost!		そこまでだ　イレイザー！\nオマエの負けだ！	¡Hasta aquí has llegado, Erazor!\n¡Hasta tu derrota!	Всё, Эрейзор! Сдавайся!\nТы проиграл!	OK, Erazor! Gib auf, du hast verloren!	Bene, Erazor!\nArrenditi, hai perso!	Okej, Erazor!\nGe upp, du har förlorat!	Beleza, Erazor! Desista, você perdeu!	¡Suficiente, Erazor! ¡Tú... perdiste!	Dobra, Erazor!\nPoddaj się, przegrałeś!	到此為止，伊萊薩！\n放棄吧，是你輸了！	Pekala Erazor! Pes et, kaybettin!	Allez, Erazor ! Admets ta défaite !
														
last_intro_er	I am... The creator...		我ハ…創造主…	Yo ſoy... el Criador...	Аха-ха-ха-ха-ха!\nЯ... создатель...	Ich bin... der Schöpfer...	Io sono... Il creatore...	Jag är... Skaparen...	Eu sou... O criador...	Yo soy... el creador...	Jestem... Twórcą...	我是……造物主……	Ben... Yaratıcıyım...	Je suis… Le créateur…
last_intro2_er	The stories of this world are... MINE!		世界ヲ　物語り…紡ぐモノ…	Aquel que texio las hiſtorias deſte mundo...	Все сказки в этом мире\nпринадлежат мне!	Die Geschichten dieser Welt gehören... MIR!	Le storie di questo mondo sono... MIE!	Berättelserna i den här världen är... MINA!	As historias desse mundo são... MINHAS!	De las historias del mundo... Y lo que las teje...	Historie tego świata należą... DO MNIE!	這世界的故事都將……屬於我！	Bu dünyanın hikayeleri... BENİM!	Les histoires de ce monde sont… LES MIENNES !
last_intro_so	If this is your world, then it's a world\nthat I don't want any part of!		なんだって？　何も無いじゃないか\nこんな世界は　願い下げだぜ！	¿¡Qué historias!? ¡Aquí ya no queda nada!\n¿¡Quién desearía tal mundo!?	Чего? Их ведь нет!\nТакой мир никому не нужен!	Wenn das deine Welt ist, will ich kein Teil davon sein!	Se questo è il tuo mondo, allora è un mondo\n di cui non voglio fare parte! 	Om det här är din värld, då är det en värld\nsom jag inte vill vara en del av!	Se esse é o seu mundo,\nentão eu não quero fazer parte dele!	¡Ja!\n¡No quiero ser parte de un mundo vacío!	Jeśli to jest twój świat, nie jest to świat\nz którym chiałbym mieć coś współnego!	若這世界是屬於你的，\n那我才不要活在這裡！	Eğer bu senin dünyansa, o zaman ben bu\ndünyanın bir parçası olmak istemiyorum!	Si c'est ça, ton monde, alors c'est un monde\ndont je ne veux pas faire partie !
last_charge_sh	You can always fill the Soul Gauge\nby pressing [button_attack].		 [button_attack] を押すといつでも\nソウルゲージをためることができるわ	Puedes llenar la Barra de Almas\n presionando [button_attack].	Нажмите кнопку атаки, чтобы в любой\nмомент заполнить шкалу души.	Benutze [button_attack], um deine Soul Gauge aufzufüllen.	Puoi sempre riempire la Barra dell'Anima\n premendo [button_attack].	Du kan alltid fylla Själsmätaren\ngenom att trycka på [button_attack].	Você pode carregar a Barra Espiritual\napertando [button_attack]	Presionando [button_attack] puedes llenar el\nMedidor de almas cuándo quieras.	Możesz zawsze naładować Pasek Dusz\nwciskając [button_attack].	按住 [button_attack] 增加魂力量表。	Ruh Göstergesini her zaman [button_attack]\ntuşuna basarak doldurabilirsiniz.	Vous pouvez à tout moment remplir la Jauge d'Âme\nen appuyant sur [button_attack].
last_charge_so	Shahra!		シャーラ！	¡Shara!	Шахра!	Shahra!	Shahra!	Shahra!	Shahra!	¡Shahra!	Shahra!	夏拉！	Shahra!	Shahra !
last_slash_er	Mwahahah! You think you are a match\nfor me?		フハハハ\n我ニ　追イツク　コトモ　デキヌカ？	(Riſa) Ni aun ſois capaz\nde llegar a mì?	Му-ха-ха-ха!\nДумаешь, ты сможешь мне противостоять?	Mwahahah! Du glaubst doch nicht im Ernst MIR gewachsen zu sein?	Muahahah! Pensi veramente di essere al mio livello?	Mwahahaha! Tror du att du är en match mot mig?	Muahahah! Você acha que é páreo para mim?	Ja, ja, ja, ja.\n¿Crees poder seguirme el paso?	Mwahahah! Naprawdę myślisz,\nże masz ze mną szansę?	哇哈哈！\n你以為你比得上我嗎？	Mwahahah! Benimle boy ölçüşebileceğini mi sanıyorsun?	Mwahaha ! Tu crois que tu es à ma hauteur ?
last_slash_so	If I watch for the beam of light when\nhe's attacking, I can probably dodge it.		ヤツのひっかき攻撃は　最初の光の筋を\nよく見れば避けられそうだな	Creo que si me fijo en el rayo de luz,\npuedo esquivar sus ataques cortantes.	Если следить за лучами света,\nкогда он атакует, я смогу уклониться.	Die Lichtstrahlen zeigen mir wo sein Angriff einschlagen wird.	Se faccio attenzione al raggio di luce mentre\nsta attaccando, probabilente riuscirei a schivarlo.	Jag håller utkik efter ljusstrålen när\nhan attackerar, jag kan förmodligen undvika den.	Se eu ficar atento ao feixe de luz quando ele atacar,\nacho que consigo desviar.	Parece que puedo evitar ese arañazo si presto\natención al primer rayo de luz.	Jeśli spojrzę na promień światła gdy atakuje,\npewnie uda mi się go uniknąć.	我若能注意當他在攻擊時\n發出的光線，或許就能躲開來。	Saldırırken ışık huzmesini takip edersem,\nmuhtemelen ondan kaçabilirim.	Si je fais attention au faisceau de lumière lorsqu'il attaque,\nje pourrai sans doute l'esquiver.
last_spirit_bomb_er	It would take a miracle for you\nto avoid my attacks!		我ガ攻撃　奇跡デモ起ラレヌ限リ\nカワスことハ　デキヌ！	Ha meneſter un milagro\npara huìr de mis tajos!	Тебе не уклониться от удара!\nЕсли только не произойдёт чудо!	Versuch doch auszuweichen, das grenzt an ein Wunder!	Ti servirebbe un miracolo per permetterti\n di schivare i miei attacchi!	Det skulle krävas ett mirakel för att du\nskulle undvika mina attacker!	Somente um milagre lhe fará desviar dos meus ataques!	¡Sólo con un milagro podrás esquivar mi ataque!	Potrzebowałbyś cudu, żeby\nuniknąć moich ataków!	只有奇蹟才能讓你躲開我的攻擊！	Saldırılarımdan kaçınmanız için bir mucize gerekir!	Il faudrait un miracle pour que tu\npuisses t'échapper de mes attaques !
